Company name,Industry,City,County,Zip code,Date,Claimants,Wages owed,Industry_clean,company_id,industry_stolen,industry_total_claimants,industry_avg_loss_per_worker,company_total_wages,company_total_claimants,company_avg_loss_per_worker,county_total_wages,county_total_cases
Family Dollar,Other,Mohawk,Herkimer County,13407,2013-06-11,1,274.56,Other,family-dollar,147547188.43,98576,1496.786118629281,12840.72,16,802.545,535592.8,68
Robert Martin Designs,Other,Brooklyn,Kings County,11205,2012-01-03,1,274.5,Other,robert-martin-designs,147547188.43,98576,1496.786118629281,274.5,1,274.5,87588061.27,4731
Ascend Temps,Employment Agency - General,New York,New York County,10036,2017-06-07,1,274.5,Other,ascend-temps,147547188.43,98576,1496.786118629281,274.5,1,274.5,96159726.15,6430
Cascade Water Services,Other,Hicksville,Nassau County,11801,2016-08-29,1,274.4,Other,cascade-water-services,147547188.43,98576,1496.786118629281,274.4,1,274.4,58900272.76,3252
KSL Diagnostic,Healthcare - Medical Office,Williamsville,Erie County,14221,2022-03-18,1,274.14,Healthcare,ksl-diagnostic,86413131.15,57682,1498.0952662875768,274.14,1,274.14,15179552.14,2192
Hong Fa Corp/Yogurt Time,Restaurants - Deli,Commack,Suffolk County,11725,2018-04-25,3,274.07,Food Services,hong-fa-corp-yogurt-time,149672052.18,66102,2264.2590569120453,274.07,3,91.35666666666667,53899585.56,3018
Keil Equipment Co Inc,Other,Hudson,Columbia County,12534,2014-05-12,1,274.0,Other,keil-equipment-co-inc,147547188.43,98576,1496.786118629281,274.0,1,274.0,924166.3,116
Right Temp Mechanical,Other,Long Island City,Queens County,11101,2015-05-29,1,274.0,Other,right-temp-mechanical,147547188.43,98576,1496.786118629281,274.0,1,274.0,82459395.43,4259
abracadabra U CLeaning Service,Cleaning/Janitorial Services - General,Miller Place,Suffolk County,11764,2021-10-27,1,273.75,Other,abracadabra-u-cleaning-service,147547188.43,98576,1496.786118629281,273.75,1,273.75,53899585.56,3018
Brilliant Nail Spa Inc,Beauty - Nail Salon,Huntington,Suffolk County,11743,2015-09-04,2,273.6,Other,brilliant-nail-spa-inc,147547188.43,98576,1496.786118629281,273.6,2,136.8,53899585.56,3018
Changing Season Home Care,Healthcare - Home Health Care,Fayetteville,Onondaga County,13066,2019-05-15,1,273.6,Healthcare,changing-season-home-care,86413131.15,57682,1498.0952662875768,273.6,1,273.6,11795371.15,809
Eddies Shoe Repair Inc,Retail - Misc,New York,New York County,10017,2018-07-16,3,273.5,Retail,eddies-shoe-repair-inc,14204964.71,7085,2004.9350331686662,273.5,3,91.16666666666667,96159726.15,6430
KGB Logistics,Office,Bay Shore,Suffolk County,11706,2014-12-16,1,273.42,Other,kgb-logistics,147547188.43,98576,1496.786118629281,273.42,1,273.42,53899585.56,3018
Auto Motion Parking Systems,Parking Lots - Parking Lots And Garages,West Hempstead,Nassau County,11552,2012-08-30,1,273.28,Other,auto-motion-parking-systems,147547188.43,98576,1496.786118629281,273.28,1,273.28,58900272.76,3252
Buoy One,Restaurants - General,Huntington,Suffolk County,11743,2013-09-10,1,273.26,Food Services,buoy-one,149672052.18,66102,2264.2590569120453,4277.95,2,2138.975,53899585.56,3018
The Mansion on Delware Ave,Other,Buffalo,Erie County,14120,2015-07-14,1,273.12,Other,the-mansion-on-delware-ave,147547188.43,98576,1496.786118629281,273.12,1,273.12,15179552.14,2192
Smashburger,Restaurants - General,Pelham,Westchester County,10803,2014-03-05,1,273.04,Food Services,smashburger,149672052.18,66102,2264.2590569120453,273.04,1,273.04,22226095.1,2016
24-7 NY Aides Inc,Other,Brooklyn,Kings County,11234,2013-02-07,1,273.0,Other,24-7-ny-aides-inc,147547188.43,98576,1496.786118629281,273.0,1,273.0,87588061.27,4731
Law Offices of Crystal Moroney,Other,New City,Rockland County,10954,2015-01-20,1,273.0,Other,law-offices-of-crystal-moroney,147547188.43,98576,1496.786118629281,273.0,1,273.0,6923821.61,504
Village Pour House/Third Avenue Restaurant Corp,Restaurants - Table Service,New York,New York County,10003,2015-11-25,1,273.0,Food Services,village-pour-house-third-avenue-restaurant-corp,149672052.18,66102,2264.2590569120453,273.0,1,273.0,96159726.15,6430
Wendy's,Restaurants - Fast Food Chain,Rochester,Monroe County,14621,2016-05-24,1,273.0,Groceries,wendy-s,20303227.0,43316,468.72349709114417,331.0,2,165.5,9322789.01,1383
Bistango at the Kimberly Hotel,Restaurants - Diner,New York,New York County,10022,2016-08-31,1,273.0,Food Services,bistango-at-the-kimberly-hotel,149672052.18,66102,2264.2590569120453,273.0,1,273.0,96159726.15,6430
United Financial Services,Office,Liverpool,Onondaga County,13088,2017-04-13,1,273.0,Other,united-financial-services,147547188.43,98576,1496.786118629281,273.0,1,273.0,11795371.15,809
Block Scientific Inc,Sales/Advertising/Marketing,Ronkonkoma,Suffolk County,11713,2018-04-10,1,273.0,Other,block-scientific-inc,147547188.43,98576,1496.786118629281,1073.0,2,536.5,53899585.56,3018
Lecaire Lounge,Restaurants - Bar/Pub,Williston Park,Nassau County,11596,2020-03-12,1,273.0,Food Services,lecaire-lounge,149672052.18,66102,2264.2590569120453,273.0,1,273.0,58900272.76,3252
The Back Nine of Lee LLC,Restaurants - Table Service,Rome,Oneida County,13440-,2020-02-24,1,272.56,Food Services,the-back-nine-of-lee-llc,149672052.18,66102,2264.2590569120453,272.56,1,272.56,1888020.36,287
ADR Paver Group,Construction -General,Port Chester,Westchester County,10573,2018-08-09,1,272.5,Construction,adr-paver-group,61023694.45,20078,3039.3313303117843,272.5,1,272.5,22226095.1,2016
Critical Path Integrators,Other,Syracuse,Onondaga County,13201,2019-05-06,1,272.49,Other,critical-path-integrators,147547188.43,98576,1496.786118629281,272.49,1,272.49,11795371.15,809
Affordable Self Storage NY Inc,Other,Brooklyn,Kings County,11213,2016-08-02,2,272.4,Other,affordable-self-storage-ny-inc,147547188.43,98576,1496.786118629281,272.4,2,136.2,87588061.27,4731
Interim Healthcare of Binghamton,Healthcare - Home Health Care,Binghamton,Broome County,13905,2019-03-22,1,272.34,Healthcare,interim-healthcare-of-binghamton,86413131.15,57682,1498.0952662875768,272.34,1,272.34,1586486.55,319
Cafe y Algo Mas,Restaurants - Table Service,Flushing,Queens County,11369,2022-05-26,1,272.2,Food Services,cafe-y-algo-mas,149672052.18,66102,2264.2590569120453,272.2,1,272.2,82459395.43,4259
Proper Puss,Other,Ithaca,Tompkins County,14850,2012-09-13,1,272.17,Other,proper-puss,147547188.43,98576,1496.786118629281,272.17,1,272.17,751730.35,103
DUAL PRINTING,Other,Cheektowaga,Erie County,14225,2015-07-03,1,272.04,Other,dual-printing,147547188.43,98576,1496.786118629281,272.04,1,272.04,15179552.14,2192
Eighty Twenty Boutique LLC,Other,Saratoga Springs,Saratoga County,12866,2013-01-30,1,272.0,Other,eighty-twenty-boutique-llc,147547188.43,98576,1496.786118629281,1290.0,3,430.0,2289303.88,493
Ball Maintenance and Janitorial Services,Other,Cheektowaga,Erie County,14225,2014-07-23,1,272.0,Other,ball-maintenance-and-janitorial-services,147547188.43,98576,1496.786118629281,272.0,1,272.0,15179552.14,2192
Smile Arts of New York,Other,New York,New York County,10016,2014-09-02,1,272.0,Other,smile-arts-of-new-york,147547188.43,98576,1496.786118629281,272.0,1,272.0,96159726.15,6430
Plumbing Today,Construction -General,Latham,Albany County,12110,2016-09-19,1,272.0,Construction,plumbing-today,61023694.45,20078,3039.3313303117843,731.0,2,365.5,7516825.93,816
Kabob Shack,Restaurants - Diner,Brooklyn,Kings County,11211,2016-10-31,1,272.0,Food Services,kabob-shack,149672052.18,66102,2264.2590569120453,272.0,1,272.0,87588061.27,4731
"Old World Craftsman of NY, LLC",Construction -General,Port Chester,Westchester County,10573,2017-03-21,1,272.0,Construction,old-world-craftsman-of-ny-llc,61023694.45,20078,3039.3313303117843,272.0,1,272.0,22226095.1,2016
Practice Provicer Corp.,Office,Hauppauge,Suffolk County,11788,2019-04-03,1,272.0,Other,practice-provicer-corp,147547188.43,98576,1496.786118629281,272.0,1,272.0,53899585.56,3018
Bob White Insurance,Office,Williamsville,Erie County,14221,2019-12-12,1,272.0,Other,bob-white-insurance,147547188.43,98576,1496.786118629281,272.0,1,272.0,15179552.14,2192
Little Achievers Child Care and Learning Center,Education - School/Preschool,Malta,Saratoga County,12020,2022-12-01,1,272.0,Education,little-achievers-child-care-and-learning-center,5153001.45,5256,980.4036244292238,272.0,1,272.0,2289303.88,493
KM Camera,Retail - Misc,New York,New York County,10002,2022-12-13,1,272.0,Retail,km-camera,14204964.71,7085,2004.9350331686662,272.0,1,272.0,96159726.15,6430
Red Lobster,Restaurants - Table Service,Vestal,Broome County,13850,2018-04-20,1,271.92,Food Services,red-lobster,149672052.18,66102,2264.2590569120453,434.18,3,144.72666666666666,1586486.55,319
AJA Noodle Co.,Restaurants - Full-Service Restaurants,Rochester,Monroe County,14618,2012-10-27,1,271.88,Food Services,aja-noodle-co,149672052.18,66102,2264.2590569120453,271.88,1,271.88,9322789.01,1383
Cen Driving School,Other,Brooklyn,Kings County,11212,2013-10-08,1,271.88,Other,cen-driving-school,147547188.43,98576,1496.786118629281,271.88,1,271.88,87588061.27,4731
Tower Family Farms,Farming - Apple Orchards,Youngstown,Niagara County,14174,2018-08-20,5,271.51,Farming,tower-family-farms,4166535.61,3490,1193.8497449856734,271.51,5,54.302,3015238.63,363
Galaxy Food Mart and Deli,Other,Bronx,Bronx County,10459,2012-09-25,1,271.25,Other,galaxy-food-mart-and-deli,147547188.43,98576,1496.786118629281,271.25,1,271.25,27745338.03,1765
Rainbow,Other,Brooklyn,Kings County,11207,2012-09-18,1,271.18,Other,rainbow,147547188.43,98576,1496.786118629281,271.18,1,271.18,87588061.27,4731
Dunkin Donuts,Restaurants - General,Spencerport,Monroe County,14559,2012-06-20,21,271.01,Food Services,dunkin-donuts,149672052.18,66102,2264.2590569120453,643038.85,3632,177.0481415198238,9322789.01,1383
David Walsh,Farming - General,Hammond,St. Lawrence County,13646,2013-07-09,2,271.0,Farming,david-walsh,4166535.61,3490,1193.8497449856734,271.0,2,135.5,345747.33,85
New Fresh Nails,Other,Lindenhurst,Suffolk County,11757,2014-06-05,1,271.0,Other,new-fresh-nails,147547188.43,98576,1496.786118629281,271.0,1,271.0,53899585.56,3018
Spicey Kitchen,Restaurants - Table Service,Mamaroneck,Westchester County,10543,2016-08-04,1,271.0,Food Services,spicey-kitchen,149672052.18,66102,2264.2590569120453,271.0,1,271.0,22226095.1,2016
American Glory BBQ,Restaurants - General,Hudson,Columbia County,12534,2012-05-04,1,270.57,Food Services,american-glory-bbq,149672052.18,66102,2264.2590569120453,925.5699999999999,2,462.78499999999997,924166.3,116
NEMER CHRYSLER DODGE,Other,Queensbury,Warren County,12804,2013-03-04,1,270.57,Other,nemer-chrysler-dodge,147547188.43,98576,1496.786118629281,270.57,1,270.57,1147526.67,221
Little Bites Cake,Restaurants - General,New York,New York County,10027,2012-02-06,1,270.5,Food Services,little-bites-cake,149672052.18,66102,2264.2590569120453,270.5,1,270.5,96159726.15,6430
Silver Kitchen,Restaurants - General,Long Island City,Queens County,11101,2012-09-27,1,270.5,Food Services,silver-kitchen,149672052.18,66102,2264.2590569120453,270.5,1,270.5,82459395.43,4259
JMT Construction LLC,Other,Depew,Erie County,14043,2012-10-03,1,270.5,Other,jmt-construction-llc,147547188.43,98576,1496.786118629281,270.5,1,270.5,15179552.14,2192
Animal Specialty Center VCA,Other,Yonkers,Westchester County,10704,2013-08-27,1,270.25,Other,animal-specialty-center-vca,147547188.43,98576,1496.786118629281,270.25,1,270.25,22226095.1,2016
Da Gianni Ristorante,Restaurants - General,Long Island City,Queens County,11101,2012-10-15,1,270.24,Food Services,da-gianni-ristorante,149672052.18,66102,2264.2590569120453,270.24,1,270.24,82459395.43,4259
"Gray Masonry Construction, Inc",Construction - Landscaping Services,Southold,Suffolk County,11971,2016-08-23,1,270.0,Construction,gray-masonry-construction-inc,61023694.45,20078,3039.3313303117843,270.0,1,270.0,53899585.56,3018
Bocconcini Deli & Pizza,Restaurants - Limited-Service Restaurants,Farmingdale,Suffolk County,11735,2021-03-28,1,270.0,Food Services,bocconcini-deli-pizza,149672052.18,66102,2264.2590569120453,270.0,1,270.0,53899585.56,3018
Packaging Consultants International,Other,Syracuse,Onondaga County,13209,2012-04-09,1,270.0,Other,packaging-consultants-international,147547188.43,98576,1496.786118629281,270.0,1,270.0,11795371.15,809
Plaza Liquors,Other,Franklin Sq,Nassau County,11010,2012-08-30,1,270.0,Other,plaza-liquors,147547188.43,98576,1496.786118629281,270.0,1,270.0,58900272.76,3252
American Waffle House of Seaford,Restaurants - General,Seaford,Nassau County,11783,2012-10-10,1,270.0,Food Services,american-waffle-house-of-seaford,149672052.18,66102,2264.2590569120453,270.0,1,270.0,58900272.76,3252
Retterer and Sons Cleaning Services,Other,Beaver Dams,Chemung County,14812,2012-11-02,1,270.0,Other,retterer-and-sons-cleaning-services,147547188.43,98576,1496.786118629281,270.0,1,270.0,466152.2,114
Rob Luckina Construction Inc,Other,Frankfort,Herkimer County,13340,2013-03-04,1,270.0,Other,rob-luckina-construction-inc,147547188.43,98576,1496.786118629281,270.0,1,270.0,535592.8,68
Chickpea,Restaurants - General,New York,New York County,10011,2013-07-18,1,270.0,Food Services,chickpea,149672052.18,66102,2264.2590569120453,270.0,1,270.0,96159726.15,6430
Cafe Madeline,Restaurants - General,Brooklyn,Kings County,11226,2013-07-25,1,270.0,Food Services,cafe-madeline,149672052.18,66102,2264.2590569120453,270.0,1,270.0,87588061.27,4731
GEVA Accounting Firm,Other,Gloversville,Fulton County,12078,2013-07-30,1,270.0,Other,geva-accounting-firm,147547188.43,98576,1496.786118629281,270.0,1,270.0,283282.64,65
Little People Day Care,Other,Springfield Gardens,Queens County,11413,2013-11-06,1,270.0,Other,little-people-day-care,147547188.43,98576,1496.786118629281,270.0,1,270.0,82459395.43,4259
Sports & Arts in Schools Foundation,Other,Woodside,Queens County,11377,2014-01-24,1,270.0,Other,sports-arts-in-schools-foundation,147547188.43,98576,1496.786118629281,270.0,1,270.0,82459395.43,4259
Appliance Connection,Other,Brooklyn,Kings County,11230,2014-08-06,1,270.0,Other,appliance-connection,147547188.43,98576,1496.786118629281,270.0,1,270.0,87588061.27,4731
Douglas Tucker DDS,Unlisted,Rensselaer,Rensselaer County,12144,2014-12-05,1,270.0,Other,douglas-tucker-dds,147547188.43,98576,1496.786118629281,270.0,1,270.0,1191087.2,242
Aden Brook,Other,Montgomery,Orange County,12549,2014-12-08,2,270.0,Other,aden-brook,147547188.43,98576,1496.786118629281,270.0,2,135.0,4359072.06,629
McInhtosh Box and Pallet Company,Other,Buffalo,Erie County,14206,2015-03-23,1,270.0,Other,mcinhtosh-box-and-pallet-company,147547188.43,98576,1496.786118629281,270.0,1,270.0,15179552.14,2192
Local Thyme,Restaurants - General,New York,New York County,10017,2015-08-21,1,270.0,Food Services,local-thyme,149672052.18,66102,2264.2590569120453,270.0,1,270.0,96159726.15,6430
Godiva Chocolatier Inc.,Other,New York,New York County,10166,2015-08-28,1,270.0,Other,godiva-chocolatier-inc,147547188.43,98576,1496.786118629281,270.0,1,270.0,96159726.15,6430
Transnational Logistics,Delivery/Freight Transporation - Trucking,Deer Park,Suffolk County,11129,2015-10-08,1,270.0,Delivery/Transportation,transnational-logistics,22069415.419999998,30474,724.204745684846,270.0,1,270.0,53899585.56,3018
Maximus Spa & Salon,Beauty - Beauty Service/Aesthetics,Carle Place,Nassau County,11514,2016-01-27,1,270.0,Other,maximus-spa-salon,147547188.43,98576,1496.786118629281,270.0,1,270.0,58900272.76,3252
K and P Facilities Maintenance Inc,Cleaning/Janitorial Services - General,Poughkeepsie,Dutchess County,12601,2016-05-19,1,270.0,Other,k-and-p-facilities-maintenance-inc,147547188.43,98576,1496.786118629281,270.0,1,270.0,3663347.94,444
Dowling Gardens LP,Other,Sparkill,Rockland County,10976,2016-06-28,1,270.0,Other,dowling-gardens-lp,147547188.43,98576,1496.786118629281,270.0,1,270.0,6923821.61,504
Interim Health Care of Greater NY/J & P Watson,Healthcare - Home Health Care,Stony Brook,Suffolk County,11790,2017-02-17,1,270.0,Healthcare,interim-health-care-of-greater-ny-j-p-watson,86413131.15,57682,1498.0952662875768,270.0,1,270.0,53899585.56,3018
Metro PCS,Retail - Misc,Bronx,Bronx County,10458,2017-04-07,1,270.0,Retail,metro-pcs,14204964.71,7085,2004.9350331686662,17456.94,25,698.2775999999999,27745338.03,1765
Penfield Family Restaurant,Restaurants - Table Service,Webster,Monroe County,14580,2017-05-05,1,270.0,Food Services,penfield-family-restaurant,149672052.18,66102,2264.2590569120453,270.0,1,270.0,9322789.01,1383
Dependable Home Care Inc,Healthcare - Home Health Care,Jamaica,Queens County,11432,2017-07-25,12,270.0,Healthcare,dependable-home-care-inc,86413131.15,57682,1498.0952662875768,270.0,12,22.5,82459395.43,4259
Lalarukh,Education/Childcare - Childcare/Daycare,Bronx,Bronx County,10472,2018-01-02,1,270.0,Education,lalarukh,5153001.45,5256,980.4036244292238,270.0,1,270.0,27745338.03,1765
Prestige Auto,Automotive - General,New York,New York County,10029,2018-04-16,1,270.0,Automotive,prestige-auto,6809323.82,6443,1056.8560949868074,270.0,1,270.0,96159726.15,6430
Miriam Mades - Alterknit,Apparel,Astoria,Queens County,11102,2020-10-15,1,270.0,Other,miriam-mades-alterknit,147547188.43,98576,1496.786118629281,270.0,1,270.0,82459395.43,4259
North South Masonry Inc,Construction -General,Woodside,Queens County,11377,2020-10-20,1,270.0,Construction,north-south-masonry-inc,61023694.45,20078,3039.3313303117843,270.0,1,270.0,82459395.43,4259
Hemant Patel MD PC,Healthcare - Medical Office,Bronx,Bronx County,10452,2021-07-01,1,270.0,Healthcare,hemant-patel-md-pc,86413131.15,57682,1498.0952662875768,7999.24,2,3999.62,27745338.03,1765
Western New York Energy LLC,Manufacturing - Factory,Medina,Orleans County,14103,2021-07-16,1,270.0,Manufacturing,western-new-york-energy-llc,8985644.36,6052,1484.7396497025775,270.0,1,270.0,311256.71,74
Kosher Creperie Company Inc.,Restaurants - Table Service,Brooklyn,Kings County,11236,2022-03-01,2,270.0,Food Services,kosher-creperie-company-inc,149672052.18,66102,2264.2590569120453,4357.75,5,871.55,87588061.27,4731
Asset Recovery Bureau LLC,Office,Lackawanna,Erie County,14218,2022-09-13,1,270.0,Other,asset-recovery-bureau-llc,147547188.43,98576,1496.786118629281,270.0,1,270.0,15179552.14,2192
Imperium Group of New York Inc,Office,Brooklyn,Kings County,11222,2022-12-08,1,270.0,Other,imperium-group-of-new-york-inc,147547188.43,98576,1496.786118629281,270.0,1,270.0,87588061.27,4731
WTIC LLC,Cleaning/Janitorial Services - General,Monticello,Sullivan County,12701,2023-07-17,1,270.0,Other,wtic-llc,147547188.43,98576,1496.786118629281,270.0,1,270.0,685947.66,126
